building,format,model,seed,climate,param_id,true_name,value,ref_value,gso_pct,range_lo,range_hi,range_width,dist_to_midpoint_pct,dist_to_lobo_median_pct,dist_to_reference_pct,midpoint_sticky
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.0015,0.001509,0.5964214711729552,0.0,0.00716,0.00716,29.050279329608937,12.444134078212292,0.1256983240223449,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,4.5,3.768,19.426751592356695,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,19.286362433960026,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,31.028360542102707,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047,22.763571,25.906429,3.1428580000000004,10.659088002066934,14.318177913224181,64.59089147521144,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,2.5,2.1064,18.68590960881125,1.954957,3.563643,1.6086859999999998,16.118745361120823,26.922593967996246,24.46717383007002,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.42,0.3754,11.880660628662753,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,35.28481012658226,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,7.0,7.554,7.333862854117028,2.461071,10.699929,8.238857999999999,5.091725091025968,0.412678553265511,6.724232897326308,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,5.0,13.961,64.18594656543227,0.246143,43.315857,43.069714000000005,38.962413356169485,16.166812716703895,20.805803354069173,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,20.0,10.007,99.860097931448,2.682357,56.020643,53.338286,17.53243439431106,2.6641276024505163,18.7351352085067,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.004,0.001509,165.07620941020545,0.0,0.00716,0.00716,5.8659217877095005,47.36033519553073,34.79050279329609,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,4.5,3.768,19.426751592356695,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,19.286362433960026,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,20.5,21.0,2.380952380952381,18.088571,21.311429,3.2228579999999987,24.822688433682078,14.583329454788235,15.514180271051353,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047,22.763571,25.906429,3.1428580000000004,10.659088002066934,14.318177913224181,64.59089147521144,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,2.5,2.1064,18.68590960881125,1.954957,3.563643,1.6086859999999998,16.118745361120823,26.922593967996246,24.46717383007002,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.41,0.3754,9.21683537559935,0.3601,0.4865,0.1264,10.522151898734203,25.316455696202507,27.373417721518955,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,7.0,7.554,7.333862854117028,2.461071,10.699929,8.238857999999999,5.091725091025968,0.412678553265511,6.724232897326308,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,10.0,13.961,28.37189313086455,0.246143,43.315857,43.069714000000005,27.35332767707721,4.557727037611625,9.196717674976899,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,20.0,10.007,99.860097931448,2.682357,56.020643,53.338286,17.53243439431106,2.6641276024505163,18.7351352085067,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.004,0.001509,165.07620941020545,0.0,0.00716,0.00716,5.8659217877095005,47.36033519553073,34.79050279329609,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,4.5,3.768,19.426751592356695,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,19.286362433960026,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,20.5,21.0,2.380952380952381,18.088571,21.311429,3.2228579999999987,24.822688433682078,14.583329454788235,15.514180271051353,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.5,26.03,5.877833269304652,22.763571,25.906429,3.1428580000000004,5.249998568182181,1.590908657024934,48.68180490496233,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,2.5,2.1064,18.68590960881125,1.954957,3.563643,1.6086859999999998,16.118745361120823,26.922593967996246,24.46717383007002,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.42,0.3754,11.880660628662753,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,35.28481012658226,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,5.0,7.554,33.80990203865502,2.461071,10.699929,8.238857999999999,19.183483924592462,24.687887568883944,30.999441912944743,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,5.0,13.961,64.18594656543227,0.246143,43.315857,43.069714000000005,38.962413356169485,16.166812716703895,20.805803354069173,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,30.0,10.007,199.790146897172,2.682357,56.020643,53.338286,1.2158245954884987,21.412386592250076,37.483394198306264,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.004,0.001509,165.07620941020545,0.0,0.00716,0.00716,5.8659217877095005,47.36033519553073,34.79050279329609,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,4.0,3.768,6.157112526539284,3.111786,6.907214,3.795428,26.59779081568667,2.318579090421425,6.112617602020121,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,31.028360542102707,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047,22.763571,25.906429,3.1428580000000004,10.659088002066934,14.318177913224181,64.59089147521144,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,2.5,2.1064,18.68590960881125,1.954957,3.563643,1.6086859999999998,16.118745361120823,26.922593967996246,24.46717383007002,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.4,0.3754,6.553010122535964,0.3601,0.4865,0.1264,18.433544303797454,17.405063291139257,19.4620253164557,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,8.0,7.554,5.904156738151968,2.461071,10.699929,8.238857999999999,17.229329598835182,11.724925954543703,5.413371610482907,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,10.0,13.961,28.37189313086455,0.246143,43.315857,43.069714000000005,27.35332767707721,4.557727037611625,9.196717674976899,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,20.0,10.007,99.860097931448,2.682357,56.020643,53.338286,17.53243439431106,2.6641276024505163,18.7351352085067,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.004,0.001509,165.07620941020545,0.0,0.00716,0.00716,5.8659217877095005,47.36033519553073,34.79050279329609,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,4.5,3.768,19.426751592356695,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,19.286362433960026,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,20.5,21.0,2.380952380952381,18.088571,21.311429,3.2228579999999987,24.822688433682078,14.583329454788235,15.514180271051353,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047,22.763571,25.906429,3.1428580000000004,10.659088002066934,14.318177913224181,64.59089147521144,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,2.5,2.1064,18.68590960881125,1.954957,3.563643,1.6086859999999998,16.118745361120823,26.922593967996246,24.46717383007002,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.4,0.3754,6.553010122535964,0.3601,0.4865,0.1264,18.433544303797454,17.405063291139257,19.4620253164557,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,6.0,7.554,20.571882446386024,2.461071,10.699929,8.238857999999999,7.045879416783247,12.550283061074726,18.861837405135525,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,10.0,13.961,28.37189313086455,0.246143,43.315857,43.069714000000005,27.35332767707721,4.557727037611625,9.196717674976899,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,20.0,10.007,99.860097931448,2.682357,56.020643,53.338286,17.53243439431106,2.6641276024505163,18.7351352085067,False
SchoolPrimary,F3,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.004,0.001509,165.07620941020545,0.0,0.00716,0.00716,5.8659217877095005,47.36033519553073,34.79050279329609,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,4.5,3.768,19.426751592356695,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,19.286362433960026,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,31.028360542102707,True
SchoolPrimary,F3,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047,22.763571,25.906429,3.1428580000000004,10.659088002066934,14.318177913224181,64.59089147521144,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,2.45,2.0555,19.19241060569206,1.954957,3.563643,1.6086859999999998,19.226872117989462,22.757704113792272,24.523120111693665,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.42,0.379,10.81794195250659,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,32.43670886075948,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,6.5,8.712,25.390266299357204,2.461071,10.699929,8.238857999999999,0.9770771628786393,6.481480807170119,26.84838117127398,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,5.1,4.3,18.604651162790695,0.246143,43.315857,43.069714000000005,38.73023164258763,18.874051497068216,1.8574537086547633,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,25.0,6.194,303.6164029706168,2.682357,56.020643,53.338286,8.15830489941128,12.038257097350296,35.25797585621706,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.0025,0.001181,111.68501270110076,0.0,0.00716,0.00716,15.083798882681561,26.41061452513967,18.42178770949721,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,4.5,3.788,18.796198521647316,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,18.759412640682427,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,20.0,21.11,5.2581714827096135,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,34.44148020173399,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,24.0,23.89,0.46044370029300724,22.740714,26.249286,3.508572000000001,14.108303891155744,26.50651034095921,3.1351786424790316,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,2.25,2.0555,9.462417903186578,1.954957,3.563643,1.6086859999999998,31.659379145464072,10.325197086317663,12.090613084219054,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.42,0.379,10.81794195250659,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,32.43670886075948,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,1.2,8.712,86.2258953168044,2.461071,10.699929,8.238857999999999,65.30638105426748,70.81078469855896,91.17768506266282,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,4.5,4.3,4.651162790697678,0.246143,43.315857,43.069714000000005,40.12332192407871,20.267141778559285,0.46436342716369133,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799868,5A,param_5,occupancy_m2_person,25.0,6.194,303.6164029706168,2.682357,56.020643,53.338286,8.15830489941128,12.038257097350296,35.25797585621706,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.0018,0.001181,52.413209144792546,0.0,0.00716,0.00716,24.860335195530723,16.634078212290504,8.645251396648044,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,4.2,3.788,10.876451953537497,3.111786,6.907214,3.795428,21.3282928829107,7.588077023197391,10.855165741518489,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,21.1,21.11,0.04737091425863577,18.088571,21.311429,3.2228579999999987,43.43970475894374,4.033686870473431,0.31028360542096534,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,23.9,23.89,0.04185851820844709,22.740714,26.249286,3.508572000000001,16.95846629340946,29.35667274321293,0.28501624022531125,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,2.2,2.0555,7.029919727560219,1.954957,3.563643,1.6086859999999998,34.76750590233271,7.217070329449024,8.982486327350415,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.42,0.379,10.81794195250659,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,32.43670886075948,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,7.5,8.712,13.911845730027544,2.461071,10.699929,8.238857999999999,11.160527344930577,5.656123700639096,14.710776663464767,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,4.5,4.3,4.651162790697678,0.246143,43.315857,43.069714000000005,40.12332192407871,20.267141778559285,0.46436342716369133,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,25.0,6.194,303.6164029706168,2.682357,56.020643,53.338286,8.15830489941128,12.038257097350296,35.25797585621706,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.0018,0.001181,52.413209144792546,0.0,0.00716,0.00716,24.860335195530723,16.634078212290504,8.645251396648044,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,4.2,3.788,10.876451953537497,3.111786,6.907214,3.795428,21.3282928829107,7.588077023197391,10.855165741518489,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,20.0,21.11,5.2581714827096135,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,34.44148020173399,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,24.0,23.89,0.46044370029300724,22.740714,26.249286,3.508572000000001,14.108303891155744,26.50651034095921,3.1351786424790316,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,2.25,2.0555,9.462417903186578,1.954957,3.563643,1.6086859999999998,31.659379145464072,10.325197086317663,12.090613084219054,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.42,0.379,10.81794195250659,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,32.43670886075948,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,7.5,8.712,13.911845730027544,2.461071,10.699929,8.238857999999999,11.160527344930577,5.656123700639096,14.710776663464767,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,5.0,4.3,16.279069767441865,0.246143,43.315857,43.069714000000005,38.962413356169485,19.10623321065006,1.6252719950729184,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,25.0,6.194,303.6164029706168,2.682357,56.020643,53.338286,8.15830489941128,12.038257097350296,35.25797585621706,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.0018,0.001181,52.413209144792546,0.0,0.00716,0.00716,24.860335195530723,16.634078212290504,8.645251396648044,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,4.5,3.788,18.796198521647316,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,18.759412640682427,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,20.0,21.11,5.2581714827096135,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,34.44148020173399,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,24.0,23.89,0.46044370029300724,22.740714,26.249286,3.508572000000001,14.108303891155744,26.50651034095921,3.1351786424790316,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,2.4,2.0555,16.75991243006568,1.954957,3.563643,1.6086859999999998,22.33499887485813,19.649577356923604,21.414993354825,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.42,0.379,10.81794195250659,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,32.43670886075948,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,6.5,8.712,25.390266299357204,2.461071,10.699929,8.238857999999999,0.9770771628786393,6.481480807170119,26.84838117127398,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,4.8,4.3,11.627906976744185,0.246143,43.315857,43.069714000000005,39.426776783333175,19.57059663781375,1.1609085679092273,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,25.0,6.194,303.6164029706168,2.682357,56.020643,53.338286,8.15830489941128,12.038257097350296,35.25797585621706,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.0025,0.001181,111.68501270110076,0.0,0.00716,0.00716,15.083798882681561,26.41061452513967,18.42178770949721,False
RetailStripmall,F3,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,4.5,3.788,18.796198521647316,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,18.759412640682427,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,20.0,21.11,5.2581714827096135,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,34.44148020173399,True
RetailStripmall,F3,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,24.0,23.89,0.46044370029300724,22.740714,26.249286,3.508572000000001,14.108303891155744,26.50651034095921,3.1351786424790316,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,2.5,2.0555,21.62490878131842,1.954957,3.563643,1.6086859999999998,16.118745361120823,25.86583087066091,27.631246868562304,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.4,0.379,5.540897097625335,0.3601,0.4865,0.1264,18.433544303797454,17.405063291139257,16.613924050632924,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,7.0,8.712,19.651056014692376,2.461071,10.699929,8.238857999999999,5.091725091025968,0.412678553265511,20.779578917369374,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,10.0,4.3,132.55813953488374,0.246143,43.315857,43.069714000000005,27.35332767707721,7.497147531557788,13.23435767416519,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,30.0,6.194,384.3396835647401,2.682357,56.020643,53.338286,1.2158245954884987,21.412386592250076,44.632105351116834,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.003,0.001181,154.02201524132093,0.0,0.00716,0.00716,8.100558659217874,33.39385474860335,25.405027932960895,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,5.0,3.788,31.995776135163684,3.111786,6.907214,3.795428,0.25030115180685986,28.666068754301232,31.93315747262233,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,20.0,21.11,5.2581714827096135,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,34.44148020173399,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0,23.89,0.46044370029300724,22.740714,26.249286,3.508572000000001,14.108303891155744,26.50651034095921,3.1351786424790316,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,2.5,2.0555,21.62490878131842,1.954957,3.563643,1.6086859999999998,16.118745361120823,25.86583087066091,27.631246868562304,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.4,0.379,5.540897097625335,0.3601,0.4865,0.1264,18.433544303797454,17.405063291139257,16.613924050632924,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,7.0,8.712,19.651056014692376,2.461071,10.699929,8.238857999999999,5.091725091025968,0.412678553265511,20.779578917369374,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,5.0,4.3,16.279069767441865,0.246143,43.315857,43.069714000000005,38.962413356169485,19.10623321065006,1.6252719950729184,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,30.0,6.194,384.3396835647401,2.682357,56.020643,53.338286,1.2158245954884987,21.412386592250076,44.632105351116834,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.0035,0.001181,196.35901778154107,0.0,0.00716,0.00716,1.1173184357541868,40.37709497206705,32.38826815642458,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,4.5,3.788,18.796198521647316,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,18.759412640682427,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,20.5,21.11,2.8896257697773544,18.088571,21.311429,3.2228579999999987,24.822688433682078,14.583329454788235,18.927299930682633,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.0,23.89,0.46044370029300724,22.740714,26.249286,3.508572000000001,14.108303891155744,26.50651034095921,3.1351786424790316,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,2.5,2.0555,21.62490878131842,1.954957,3.563643,1.6086859999999998,16.118745361120823,25.86583087066091,27.631246868562304,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.4,0.379,5.540897097625335,0.3601,0.4865,0.1264,18.433544303797454,17.405063291139257,16.613924050632924,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,5.0,8.712,42.6078971533517,2.461071,10.699929,8.238857999999999,19.183483924592462,24.687887568883944,45.05478793298781,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,10.0,4.3,132.55813953488374,0.246143,43.315857,43.069714000000005,27.35332767707721,7.497147531557788,13.23435767416519,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,20.0,6.194,222.89312237649338,2.682357,56.020643,53.338286,17.53243439431106,2.6641276024505163,25.883846361317275,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.004,0.001181,238.69602032176127,0.0,0.00716,0.00716,5.8659217877095005,47.36033519553073,39.371508379888276,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,5.0,3.788,31.995776135163684,3.111786,6.907214,3.795428,0.25030115180685986,28.666068754301232,31.93315747262233,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,20.0,21.11,5.2581714827096135,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,34.44148020173399,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0,23.89,0.46044370029300724,22.740714,26.249286,3.508572000000001,14.108303891155744,26.50651034095921,3.1351786424790316,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,2.5,2.0555,21.62490878131842,1.954957,3.563643,1.6086859999999998,16.118745361120823,25.86583087066091,27.631246868562304,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.41,0.379,8.179419525065956,0.3601,0.4865,0.1264,10.522151898734203,25.316455696202507,24.525316455696178,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,6.0,8.712,31.129476584022036,2.461071,10.699929,8.238857999999999,7.045879416783247,12.550283061074726,32.917183425178585,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,10.0,4.3,132.55813953488374,0.246143,43.315857,43.069714000000005,27.35332767707721,7.497147531557788,13.23435767416519,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,15.0,6.194,142.16984178237004,2.682357,56.020643,53.338286,26.906563889210844,6.710001892449265,16.509716866417495,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.004,0.001181,238.69602032176127,0.0,0.00716,0.00716,5.8659217877095005,47.36033519553073,39.371508379888276,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,4.5,3.788,18.796198521647316,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,18.759412640682427,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,20.5,21.11,2.8896257697773544,18.088571,21.311429,3.2228579999999987,24.822688433682078,14.583329454788235,18.927299930682633,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.5,23.89,2.553369610715778,22.740714,26.249286,3.508572000000001,0.14250812011265562,12.255698329690814,17.38599065374743,True
RetailStripmall,F3,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,2.5,2.0555,21.62490878131842,1.954957,3.563643,1.6086859999999998,16.118745361120823,25.86583087066091,27.631246868562304,False
RetailStripmall,F3,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.4,0.379,5.540897097625335,0.3601,0.4865,0.1264,18.433544303797454,17.405063291139257,16.613924050632924,False
