building,format,model,seed,climate,param_id,true_name,value,lo_bound,hi_bound,bound_violated,lo_basis,hi_basis
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,2.2,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.76,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,10.8,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,7.4,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,25.8,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.0012,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,3.1,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,21.1,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,23.9,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,2.2,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.63,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,13.4,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,8.4,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,25.8,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.0012,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,3.1,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,22.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,25.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,1.77,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.48,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,10.76,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,7.46,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,25.84,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.001,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,3.4,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,22.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,25.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,1.8,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.35,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,12.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,8.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,30.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.006,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,3.0,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,21.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,1.5,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.5,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,12.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,5.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,15.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.005,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,3.0,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,21.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,2.8,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.5,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,12.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,5.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,15.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.0003,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,3.5,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,21.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,1.8,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.4,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,12.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,10.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,30.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.006,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,3.0,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,21.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,2.5,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.5,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,12.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,5.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,15.0,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.005,0.0,,False,physical: cannot be negative,not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,3.5,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,21.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,1.77,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.48,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,10.76,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,5.38,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,40.87,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.001,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,3.1,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,20.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,23.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,1.77,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.48,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,10.76,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,5.38,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_5,occupancy_m2_person,40.87,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.001,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,3.2,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,21.1,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,23.9,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,1.77,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.59,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,10.76,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,5.38,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,40.87,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.001,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,3.4,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,20.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,1.77,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.48,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,10.76,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,5.38,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,9.29,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.001,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,3.4,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,20.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,1.77,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.48,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,10.76,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,5.38,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,45.06,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.001,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,3.4,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,22.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,25.5,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,1.5,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.35,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,10.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,8.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,30.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.005,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,3.0,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,21.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,1.5,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.35,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,10.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,5.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,30.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.005,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,3.5,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,21.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,2.5,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.35,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,10.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,8.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,30.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.005,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,3.5,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,21.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,0.45,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.55,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,12.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,8.5,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,30.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.005,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,3.2,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,21.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,1.1,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.5,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,10.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,5.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,30.0,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.005,0.0,,False,physical: cannot be negative,not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,3.0,0.0,,False,physical: cannot be negative/zero (not an ASHRAE 90.1 Table 6.8.1 minimum),not enforced
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,21.0,10.0,30.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0,15.0,35.0,False,"practical range, ASHRAE 55 comfort band + margin","practical range, ASHRAE 55 comfort band + margin"
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,1.77,0.0,,False,physical: cannot be negative,not enforced
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.48,0.0,1.0,False,physical: 0-1 fraction of incident solar radiation,physical: cannot exceed 1.0
