building,climate,source,source_type,format,model,seed,window_u_value,window_shgc,lighting_W_m2,equipment_W_m2,occupancy_m2_person,outdoor_air,cooling_cop,heating_setpoint_C,cooling_setpoint_C,tag,round_trip_ok,energyplus_ok,duration_s
RestaurantFastFood,5A,F2_gpt-oss-120b_seed1542799870,llm,F2,openai/gpt-oss-120b,1542799870.0,1.5,0.5,15.0,10.0,12.0,0.006,3.0,21.0,24.0,RestaurantFastFood_5A_F2_gpt-oss-120b_seed1542799870,True,True,82.3
RestaurantFastFood,5A,F2_gpt-oss-120b_seed1542799871,llm,F2,openai/gpt-oss-120b,1542799871.0,1.5,0.35,15.0,10.0,12.0,0.008,3.5,21.0,24.0,RestaurantFastFood_5A_F2_gpt-oss-120b_seed1542799871,True,True,80.3
RestaurantFastFood,5A,F3_llama-3.3-70b-versatile_seed1542799867,llm,F3,llama-3.3-70b-versatile,1542799867.0,2.2,0.43,6.5,5.5,10.8,0.0025,4.5,20.0,24.4,RestaurantFastFood_5A_F3_llama-3.3-70b-versatile_seed1542799867,True,True,84.7
RestaurantFastFood,5A,F3_llama-3.3-70b-versatile_seed1542799868,llm,F3,llama-3.3-70b-versatile,1542799868.0,2.25,0.42,4.2,5.5,10.8,0.0015,4.5,20.0,24.0,RestaurantFastFood_5A_F3_llama-3.3-70b-versatile_seed1542799868,True,True,91.6
RestaurantFastFood,5A,F3_llama-3.3-70b-versatile_seed1542799869,llm,F3,llama-3.3-70b-versatile,1542799869.0,2.2,0.42,6.5,4.8,10.8,0.0018,4.5,20.0,24.0,RestaurantFastFood_5A_F3_llama-3.3-70b-versatile_seed1542799869,True,True,86.6
RestaurantFastFood,5A,F3_llama-3.3-70b-versatile_seed1542799870,llm,F3,llama-3.3-70b-versatile,1542799870.0,2.4,0.42,7.2,4.8,10.8,0.0025,4.5,20.0,24.0,RestaurantFastFood_5A_F3_llama-3.3-70b-versatile_seed1542799870,True,True,82.8
RestaurantFastFood,5A,F3_llama-3.3-70b-versatile_seed1542799871,llm,F3,llama-3.3-70b-versatile,1542799871.0,2.25,0.42,6.5,4.8,10.8,0.0025,4.5,20.0,24.0,RestaurantFastFood_5A_F3_llama-3.3-70b-versatile_seed1542799871,True,True,82.4
RestaurantFastFood,5A,F3_gpt-oss-120b_seed1542799867,llm,F3,openai/gpt-oss-120b,1542799867.0,2.5,0.4,5.0,15.0,15.0,0.0015,4.0,20.5,24.5,RestaurantFastFood_5A_F3_gpt-oss-120b_seed1542799867,True,True,104.5
RestaurantFastFood,5A,F3_gpt-oss-120b_seed1542799868,llm,F3,openai/gpt-oss-120b,1542799868.0,2.5,0.42,5.0,5.0,15.0,0.001,4.5,20.5,24.5,RestaurantFastFood_5A_F3_gpt-oss-120b_seed1542799868,True,True,92.6
RestaurantFastFood,5A,F3_gpt-oss-120b_seed1542799869,llm,F3,openai/gpt-oss-120b,1542799869.0,2.5,0.4,5.0,15.0,15.0,0.003,4.5,20.5,24.5,RestaurantFastFood_5A_F3_gpt-oss-120b_seed1542799869,True,True,91.5
RestaurantFastFood,5A,F3_gpt-oss-120b_seed1542799870,llm,F3,openai/gpt-oss-120b,1542799870.0,2.5,0.4,5.0,10.0,15.0,0.003,4.5,20.5,24.5,RestaurantFastFood_5A_F3_gpt-oss-120b_seed1542799870,True,True,85.4
RestaurantFastFood,5A,F3_gpt-oss-120b_seed1542799871,llm,F3,openai/gpt-oss-120b,1542799871.0,2.5,0.42,5.0,8.0,12.0,0.0015,4.0,20.0,24.5,RestaurantFastFood_5A_F3_gpt-oss-120b_seed1542799871,True,True,89.5
RestaurantFastFood,5A,F4_llama-3.3-70b-versatile_seed1542799867,llm,F4,llama-3.3-70b-versatile,1542799867.0,2.45,0.43,7.4,13.4,4.6,0.0025,4.2,20.0,23.9,RestaurantFastFood_5A_F4_llama-3.3-70b-versatile_seed1542799867,True,True,94.1
RestaurantFastFood,5A,F4_llama-3.3-70b-versatile_seed1542799868,llm,F4,llama-3.3-70b-versatile,1542799868.0,2.45,0.43,9.5,12.8,4.6,0.0025,4.5,20.0,23.9,RestaurantFastFood_5A_F4_llama-3.3-70b-versatile_seed1542799868,True,True,95.6
RestaurantFastFood,5A,F4_llama-3.3-70b-versatile_seed1542799869,llm,F4,llama-3.3-70b-versatile,1542799869.0,2.43,0.42,7.4,5.5,4.6,0.0025,4.2,20.0,24.0,RestaurantFastFood_5A_F4_llama-3.3-70b-versatile_seed1542799869,True,True,85.6
RestaurantFastFood,5A,F4_llama-3.3-70b-versatile_seed1542799870,llm,F4,llama-3.3-70b-versatile,1542799870.0,2.45,0.43,7.4,12.2,4.6,0.0025,4.5,20.0,24.0,RestaurantFastFood_5A_F4_llama-3.3-70b-versatile_seed1542799870,True,True,92.3
RestaurantFastFood,5A,F4_llama-3.3-70b-versatile_seed1542799871,llm,F4,llama-3.3-70b-versatile,1542799871.0,2.45,0.43,7.4,12.2,4.6,0.0025,4.5,20.0,24.0,RestaurantFastFood_5A_F4_llama-3.3-70b-versatile_seed1542799871,True,True,91.0
RestaurantFastFood,5A,F4_gpt-oss-120b_seed1542799867,llm,F4,openai/gpt-oss-120b,1542799867.0,2.5,0.42,9.0,20.0,3.0,0.0015,4.2,20.0,24.0,RestaurantFastFood_5A_F4_gpt-oss-120b_seed1542799867,True,True,124.4
RestaurantFastFood,5A,F4_gpt-oss-120b_seed1542799868,llm,F4,openai/gpt-oss-120b,1542799868.0,2.8,0.42,6.5,12.0,15.0,0.003,4.5,20.0,24.5,RestaurantFastFood_5A_F4_gpt-oss-120b_seed1542799868,True,True,85.9
RestaurantFastFood,5A,F4_gpt-oss-120b_seed1542799869,llm,F4,openai/gpt-oss-120b,1542799869.0,2.8,0.42,7.5,15.0,12.0,0.0035,4.5,20.0,24.5,RestaurantFastFood_5A_F4_gpt-oss-120b_seed1542799869,True,True,86.9
RestaurantFastFood,5A,F4_gpt-oss-120b_seed1542799870,llm,F4,openai/gpt-oss-120b,1542799870.0,2.5,0.42,6.0,15.0,15.0,0.0015,4.5,20.0,24.0,RestaurantFastFood_5A_F4_gpt-oss-120b_seed1542799870,True,True,102.3
RestaurantFastFood,5A,F4_gpt-oss-120b_seed1542799871,llm,F4,openai/gpt-oss-120b,1542799871.0,2.8,0.42,6.5,15.0,12.0,0.003,4.8,20.0,24.5,RestaurantFastFood_5A_F4_gpt-oss-120b_seed1542799871,True,True,89.3
RetailStripmall,5A,F1_llama-3.3-70b-versatile_seed1542799867,llm,F1,llama-3.3-70b-versatile,1542799867.0,0.35,0.63,1.2,4.4,300.0,0.06,11.0,68.0,75.0,RetailStripmall_5A_F1_llama-3.3-70b-versatile_seed1542799867,False,,0.7
RetailStripmall,5A,F1_llama-3.3-70b-versatile_seed1542799868,llm,F1,llama-3.3-70b-versatile,1542799868.0,0.35,0.63,1.1,4.4,300.0,0.06,11.0,72.0,75.0,RetailStripmall_5A_F1_llama-3.3-70b-versatile_seed1542799868,False,,1.0
RetailStripmall,5A,F1_llama-3.3-70b-versatile_seed1542799869,llm,F1,llama-3.3-70b-versatile,1542799869.0,0.3,0.63,1.2,5.5,300.0,0.06,11.0,68.0,75.0,RetailStripmall_5A_F1_llama-3.3-70b-versatile_seed1542799869,False,,0.9
RetailStripmall,5A,F1_llama-3.3-70b-versatile_seed1542799870,llm,F1,llama-3.3-70b-versatile,1542799870.0,0.35,0.63,1.2,5.5,300.0,0.06,11.0,68.0,75.0,RetailStripmall_5A_F1_llama-3.3-70b-versatile_seed1542799870,False,,0.7
RetailStripmall,5A,F1_llama-3.3-70b-versatile_seed1542799871,llm,F1,llama-3.3-70b-versatile,1542799871.0,0.35,0.63,1.2,4.4,300.0,0.06,11.0,70.0,75.0,RetailStripmall_5A_F1_llama-3.3-70b-versatile_seed1542799871,False,,0.5
RetailStripmall,5A,F1_gpt-oss-120b_seed1542799867,llm,F1,openai/gpt-oss-120b,1542799867.0,0.6,0.35,10.0,21.5,30.0,0.3,3.5,21.0,24.0,RetailStripmall_5A_F1_gpt-oss-120b_seed1542799867,True,True,220.0
RetailStripmall,5A,F1_gpt-oss-120b_seed1542799868,llm,F1,openai/gpt-oss-120b,1542799868.0,2.0,0.5,15.0,10.0,30.0,0.5,3.5,21.0,24.0,RetailStripmall_5A_F1_gpt-oss-120b_seed1542799868,True,True,303.0
RetailStripmall,5A,F1_gpt-oss-120b_seed1542799869,llm,F1,openai/gpt-oss-120b,1542799869.0,0.5,0.5,12.0,10.0,30.0,0.0005,3.0,21.0,24.0,RetailStripmall_5A_F1_gpt-oss-120b_seed1542799869,True,True,144.8
RetailStripmall,5A,F1_gpt-oss-120b_seed1542799870,llm,F1,openai/gpt-oss-120b,1542799870.0,1.8,0.4,0.9,1.5,20.0,0.5,3.0,21.0,24.0,RetailStripmall_5A_F1_gpt-oss-120b_seed1542799870,True,True,241.5
RetailStripmall,5A,F1_gpt-oss-120b_seed1542799871,llm,F1,openai/gpt-oss-120b,1542799871.0,1.5,0.5,10.0,5.0,20.0,1.8,3.0,21.0,24.0,RetailStripmall_5A_F1_gpt-oss-120b_seed1542799871,True,True,326.0
RetailStripmall,5A,F2_llama-3.3-70b-versatile_seed1542799867,llm,F2,llama-3.3-70b-versatile,1542799867.0,1.77,0.76,11.0,7.4,25.8,0.0017,11.0,22.0,24.0,RetailStripmall_5A_F2_llama-3.3-70b-versatile_seed1542799867,True,True,166.3
RetailStripmall,5A,F2_llama-3.3-70b-versatile_seed1542799868,llm,F2,llama-3.3-70b-versatile,1542799868.0,1.77,0.63,10.76,7.46,25.84,0.0012,3.1,22.0,25.0,RetailStripmall_5A_F2_llama-3.3-70b-versatile_seed1542799868,True,True,158.0
RetailStripmall,5A,F2_llama-3.3-70b-versatile_seed1542799869,llm,F2,llama-3.3-70b-versatile,1542799869.0,2.2,0.76,10.8,7.4,25.8,0.0012,3.1,21.1,23.9,RetailStripmall_5A_F2_llama-3.3-70b-versatile_seed1542799869,True,True,158.7
RetailStripmall,5A,F2_llama-3.3-70b-versatile_seed1542799870,llm,F2,llama-3.3-70b-versatile,1542799870.0,2.2,0.63,13.4,8.4,25.8,0.0012,3.1,22.0,25.0,RetailStripmall_5A_F2_llama-3.3-70b-versatile_seed1542799870,True,True,167.5
RetailStripmall,5A,F2_llama-3.3-70b-versatile_seed1542799871,llm,F2,llama-3.3-70b-versatile,1542799871.0,1.77,0.48,10.76,7.46,25.84,0.001,3.4,22.0,25.0,RetailStripmall_5A_F2_llama-3.3-70b-versatile_seed1542799871,True,True,158.7
RetailStripmall,5A,F2_gpt-oss-120b_seed1542799867,llm,F2,openai/gpt-oss-120b,1542799867.0,1.8,0.35,12.0,8.0,30.0,0.006,3.0,21.0,24.0,RetailStripmall_5A_F2_gpt-oss-120b_seed1542799867,True,True,169.9
RetailStripmall,5A,F2_gpt-oss-120b_seed1542799868,llm,F2,openai/gpt-oss-120b,1542799868.0,1.5,0.5,12.0,5.0,15.0,0.005,3.0,21.0,24.0,RetailStripmall_5A_F2_gpt-oss-120b_seed1542799868,True,True,144.3
RetailStripmall,5A,F2_gpt-oss-120b_seed1542799869,llm,F2,openai/gpt-oss-120b,1542799869.0,2.8,0.5,12.0,5.0,15.0,0.0003,3.5,21.0,24.0,RetailStripmall_5A_F2_gpt-oss-120b_seed1542799869,True,True,146.1
RetailStripmall,5A,F2_gpt-oss-120b_seed1542799870,llm,F2,openai/gpt-oss-120b,1542799870.0,1.8,0.4,12.0,10.0,30.0,0.006,3.0,21.0,24.0,RetailStripmall_5A_F2_gpt-oss-120b_seed1542799870,True,True,171.7
RetailStripmall,5A,F2_gpt-oss-120b_seed1542799871,llm,F2,openai/gpt-oss-120b,1542799871.0,2.5,0.5,12.0,5.0,15.0,0.005,3.5,21.0,24.0,RetailStripmall_5A_F2_gpt-oss-120b_seed1542799871,True,True,143.7
RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799867,llm,F3,llama-3.3-70b-versatile,1542799867.0,2.45,0.42,6.5,5.1,25.0,0.0025,4.5,20.0,24.0,RetailStripmall_5A_F3_llama-3.3-70b-versatile_seed1542799867,True,True,142.8
RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799868,llm,F3,llama-3.3-70b-versatile,1542799868.0,2.25,0.42,1.2,4.5,25.0,0.0018,4.2,21.1,23.9,RetailStripmall_5A_F3_llama-3.3-70b-versatile_seed1542799868,True,True,155.9
RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799869,llm,F3,llama-3.3-70b-versatile,1542799869.0,2.2,0.42,7.5,4.5,25.0,0.0018,4.2,20.0,24.0,RetailStripmall_5A_F3_llama-3.3-70b-versatile_seed1542799869,True,True,158.1
RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799870,llm,F3,llama-3.3-70b-versatile,1542799870.0,2.25,0.42,7.5,5.0,25.0,0.0018,4.5,20.0,24.0,RetailStripmall_5A_F3_llama-3.3-70b-versatile_seed1542799870,True,True,159.2
RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799871,llm,F3,llama-3.3-70b-versatile,1542799871.0,2.4,0.42,6.5,4.8,25.0,0.0025,4.5,20.0,24.0,RetailStripmall_5A_F3_llama-3.3-70b-versatile_seed1542799871,True,True,142.3
RetailStripmall,5A,F3_gpt-oss-120b_seed1542799867,llm,F3,openai/gpt-oss-120b,1542799867.0,2.5,0.4,7.0,10.0,30.0,0.003,5.0,20.0,24.0,RetailStripmall_5A_F3_gpt-oss-120b_seed1542799867,True,True,142.0
RetailStripmall,5A,F3_gpt-oss-120b_seed1542799868,llm,F3,openai/gpt-oss-120b,1542799868.0,2.5,0.4,7.0,5.0,30.0,0.0035,4.5,20.5,24.0,RetailStripmall_5A_F3_gpt-oss-120b_seed1542799868,True,True,138.0
RetailStripmall,5A,F3_gpt-oss-120b_seed1542799869,llm,F3,openai/gpt-oss-120b,1542799869.0,2.5,0.4,5.0,10.0,20.0,0.004,5.0,20.0,24.0,RetailStripmall_5A_F3_gpt-oss-120b_seed1542799869,True,True,141.6
RetailStripmall,5A,F3_gpt-oss-120b_seed1542799870,llm,F3,openai/gpt-oss-120b,1542799870.0,2.5,0.41,6.0,10.0,15.0,0.004,4.5,20.5,24.5,RetailStripmall_5A_F3_gpt-oss-120b_seed1542799870,True,True,143.0
RetailStripmall,5A,F3_gpt-oss-120b_seed1542799871,llm,F3,openai/gpt-oss-120b,1542799871.0,2.5,0.4,4.0,10.0,30.0,0.004,4.5,20.0,24.0,RetailStripmall_5A_F3_gpt-oss-120b_seed1542799871,True,True,140.5
RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799867,llm,F4,llama-3.3-70b-versatile,1542799867.0,2.25,0.42,7.5,8.1,10.8,0.0018,4.2,20.0,24.0,RetailStripmall_5A_F4_llama-3.3-70b-versatile_seed1542799867,True,True,157.1
RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799868,llm,F4,llama-3.3-70b-versatile,1542799868.0,2.45,0.42,9.5,10.8,15.5,0.0025,4.2,20.0,24.0,RetailStripmall_5A_F4_llama-3.3-70b-versatile_seed1542799868,True,True,160.1
RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799869,llm,F4,llama-3.3-70b-versatile,1542799869.0,2.35,0.42,7.4,10.1,15.7,0.0018,4.5,20.0,24.0,RetailStripmall_5A_F4_llama-3.3-70b-versatile_seed1542799869,True,True,154.7
RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799870,llm,F4,llama-3.3-70b-versatile,1542799870.0,2.45,0.42,7.4,5.5,14.5,0.0018,4.5,20.0,24.0,RetailStripmall_5A_F4_llama-3.3-70b-versatile_seed1542799870,True,True,155.1
RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799871,llm,F4,llama-3.3-70b-versatile,1542799871.0,2.45,0.42,7.4,5.5,15.7,0.0025,4.2,20.0,24.0,RetailStripmall_5A_F4_llama-3.3-70b-versatile_seed1542799871,True,True,145.5
RetailStripmall,5A,F4_gpt-oss-120b_seed1542799867,llm,F4,openai/gpt-oss-120b,1542799867.0,2.5,0.4,8.0,5.0,20.0,0.004,4.5,20.0,24.0,RetailStripmall_5A_F4_gpt-oss-120b_seed1542799867,True,True,138.2
RetailStripmall,5A,F4_gpt-oss-120b_seed1542799868,llm,F4,openai/gpt-oss-120b,1542799868.0,2.5,0.42,6.0,15.0,15.0,0.003,4.5,20.0,24.0,RetailStripmall_5A_F4_gpt-oss-120b_seed1542799868,True,True,147.7
RetailStripmall,5A,F4_gpt-oss-120b_seed1542799869,llm,F4,openai/gpt-oss-120b,1542799869.0,2.5,0.42,6.0,10.0,20.0,0.0035,4.5,20.0,24.0,RetailStripmall_5A_F4_gpt-oss-120b_seed1542799869,True,True,140.6
RetailStripmall,5A,F4_gpt-oss-120b_seed1542799870,llm,F4,openai/gpt-oss-120b,1542799870.0,2.5,0.42,5.0,10.0,15.0,0.003,4.5,20.0,24.0,RetailStripmall_5A_F4_gpt-oss-120b_seed1542799870,True,True,141.7
RetailStripmall,5A,F4_gpt-oss-120b_seed1542799871,llm,F4,openai/gpt-oss-120b,1542799871.0,2.8,0.42,5.3,12.0,22.0,0.0035,4.5,20.0,24.5,RetailStripmall_5A_F4_gpt-oss-120b_seed1542799871,True,True,139.6
SchoolPrimary,5A,F1_llama-3.3-70b-versatile_seed1542799867,llm,F1,llama-3.3-70b-versatile,1542799867.0,0.3,0.63,0.97,1.15,65.0,0.06,11.0,70.0,75.0,SchoolPrimary_5A_F1_llama-3.3-70b-versatile_seed1542799867,False,,0.9
SchoolPrimary,5A,F1_llama-3.3-70b-versatile_seed1542799868,llm,F1,llama-3.3-70b-versatile,1542799868.0,0.3,0.63,1.2,1.79,40.0,0.06,11.0,68.0,75.0,SchoolPrimary_5A_F1_llama-3.3-70b-versatile_seed1542799868,False,,1.0
SchoolPrimary,5A,F1_llama-3.3-70b-versatile_seed1542799869,llm,F1,llama-3.3-70b-versatile,1542799869.0,0.35,0.63,0.97,1.16,150.0,0.06,11.0,70.0,75.0,SchoolPrimary_5A_F1_llama-3.3-70b-versatile_seed1542799869,False,,0.9
SchoolPrimary,5A,F1_llama-3.3-70b-versatile_seed1542799870,llm,F1,llama-3.3-70b-versatile,1542799870.0,0.3,0.63,0.97,1.15,50.0,0.06,11.0,70.0,75.0,SchoolPrimary_5A_F1_llama-3.3-70b-versatile_seed1542799870,False,,0.9
SchoolPrimary,5A,F1_llama-3.3-70b-versatile_seed1542799871,llm,F1,llama-3.3-70b-versatile,1542799871.0,0.3,0.63,0.97,1.15,65.03,0.06,11.0,68.0,75.0,SchoolPrimary_5A_F1_llama-3.3-70b-versatile_seed1542799871,False,,0.9
SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799867,llm,F1,openai/gpt-oss-120b,1542799867.0,1.5,0.35,0.9,0.7,20.0,0.1,3.0,21.0,24.0,SchoolPrimary_5A_F1_gpt-oss-120b_seed1542799867,True,True,513.7
SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799868,llm,F1,openai/gpt-oss-120b,1542799868.0,0.5,0.35,0.8,0.5,30.0,0.5,3.0,21.0,24.0,SchoolPrimary_5A_F1_gpt-oss-120b_seed1542799868,True,True,439.3
SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799869,llm,F1,openai/gpt-oss-120b,1542799869.0,1.1,0.35,0.9,0.8,35.0,0.0005,3.0,21.0,24.0,SchoolPrimary_5A_F1_gpt-oss-120b_seed1542799869,True,True,504.6
SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799870,llm,F1,openai/gpt-oss-120b,1542799870.0,1.5,0.5,0.9,0.7,20.0,0.0008,3.0,21.0,24.0,SchoolPrimary_5A_F1_gpt-oss-120b_seed1542799870,True,True,626.6
SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799871,llm,F1,openai/gpt-oss-120b,1542799871.0,0.5,0.4,0.9,0.7,20.0,0.006,3.0,21.0,24.0,SchoolPrimary_5A_F1_gpt-oss-120b_seed1542799871,True,True,448.3
SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799867,llm,F2,llama-3.3-70b-versatile,1542799867.0,1.77,0.48,10.76,7.46,9.29,0.001,11.0,20.0,24.0,SchoolPrimary_5A_F2_llama-3.3-70b-versatile_seed1542799867,False,,0.9
SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799868,llm,F2,llama-3.3-70b-versatile,1542799868.0,1.77,0.48,10.76,7.46,9.29,0.0012,3.2,20.0,24.0,SchoolPrimary_5A_F2_llama-3.3-70b-versatile_seed1542799868,True,True,560.6
SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799869,llm,F2,llama-3.3-70b-versatile,1542799869.0,1.77,0.63,10.76,7.46,9.29,0.001,3.4,20.0,23.9,SchoolPrimary_5A_F2_llama-3.3-70b-versatile_seed1542799869,False,,0.9
SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799870,llm,F2,llama-3.3-70b-versatile,1542799870.0,1.77,0.48,10.76,5.38,9.29,0.0019,3.4,20.0,24.0,SchoolPrimary_5A_F2_llama-3.3-70b-versatile_seed1542799870,True,True,471.6
SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799871,llm,F2,llama-3.3-70b-versatile,1542799871.0,1.77,0.48,10.76,7.46,9.29,0.0012,3.4,20.0,24.0,SchoolPrimary_5A_F2_llama-3.3-70b-versatile_seed1542799871,True,True,565.0
SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799867,llm,F2,openai/gpt-oss-120b,1542799867.0,1.5,0.35,10.0,5.0,10.0,0.003,3.0,21.0,24.0,SchoolPrimary_5A_F2_gpt-oss-120b_seed1542799867,True,True,457.3
SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799868,llm,F2,openai/gpt-oss-120b,1542799868.0,0.45,0.55,8.0,12.0,8.0,0.005,3.2,21.0,24.0,SchoolPrimary_5A_F2_gpt-oss-120b_seed1542799868,True,True,460.0
SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799869,llm,F2,openai/gpt-oss-120b,1542799869.0,1.5,0.5,10.0,5.0,10.0,0.005,3.0,21.0,24.0,SchoolPrimary_5A_F2_gpt-oss-120b_seed1542799869,True,True,451.4
SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799870,llm,F2,openai/gpt-oss-120b,1542799870.0,1.5,0.5,10.0,5.0,2.5,0.005,3.0,21.0,24.0,SchoolPrimary_5A_F2_gpt-oss-120b_seed1542799870,True,True,470.2
SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799871,llm,F2,openai/gpt-oss-120b,1542799871.0,0.65,0.55,12.0,15.0,8.0,0.008,3.0,21.0,24.0,SchoolPrimary_5A_F2_gpt-oss-120b_seed1542799871,True,True,477.7
SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799867,llm,F3,llama-3.3-70b-versatile,1542799867.0,2.4,0.42,1.2,2.0,40.0,0.0018,4.2,20.0,24.0,SchoolPrimary_5A_F3_llama-3.3-70b-versatile_seed1542799867,True,True,449.0
SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799868,llm,F3,llama-3.3-70b-versatile,1542799868.0,2.25,0.42,4.2,2.5,40.0,0.0018,4.5,20.0,24.0,SchoolPrimary_5A_F3_llama-3.3-70b-versatile_seed1542799868,True,True,450.4
SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799869,llm,F3,llama-3.3-70b-versatile,1542799869.0,2.4,0.42,6.5,2.3,35.0,0.0015,4.2,20.0,24.0,SchoolPrimary_5A_F3_llama-3.3-70b-versatile_seed1542799869,True,True,483.2
SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799870,llm,F3,llama-3.3-70b-versatile,1542799870.0,2.2,0.42,1.2,1.8,40.0,0.0018,4.2,20.0,24.0,SchoolPrimary_5A_F3_llama-3.3-70b-versatile_seed1542799870,True,True,452.6
SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799871,llm,F3,llama-3.3-70b-versatile,1542799871.0,2.25,0.42,5.5,2.0,40.0,0.0015,4.5,20.0,24.0,SchoolPrimary_5A_F3_llama-3.3-70b-versatile_seed1542799871,True,True,473.5
SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799867,llm,F3,openai/gpt-oss-120b,1542799867.0,2.5,0.42,7.0,5.0,20.0,0.004,4.5,20.5,24.0,SchoolPrimary_5A_F3_gpt-oss-120b_seed1542799867,True,True,433.1
SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799868,llm,F3,openai/gpt-oss-120b,1542799868.0,2.5,0.41,7.0,10.0,20.0,0.004,4.5,20.5,24.5,SchoolPrimary_5A_F3_gpt-oss-120b_seed1542799868,True,True,433.4
SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799869,llm,F3,openai/gpt-oss-120b,1542799869.0,2.5,0.42,5.0,5.0,30.0,0.004,4.0,20.0,24.0,SchoolPrimary_5A_F3_gpt-oss-120b_seed1542799869,True,True,429.8
SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799870,llm,F3,openai/gpt-oss-120b,1542799870.0,2.5,0.4,8.0,10.0,20.0,0.004,4.5,20.5,24.0,SchoolPrimary_5A_F3_gpt-oss-120b_seed1542799870,True,True,437.3
SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799871,llm,F3,openai/gpt-oss-120b,1542799871.0,2.5,0.4,6.0,10.0,20.0,0.004,4.5,20.0,24.0,SchoolPrimary_5A_F3_gpt-oss-120b_seed1542799871,True,True,422.1
SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799867,llm,F4,llama-3.3-70b-versatile,1542799867.0,2.23,0.42,6.5,3.9,9.3,0.0025,4.5,20.0,24.0,SchoolPrimary_5A_F4_llama-3.3-70b-versatile_seed1542799867,True,True,489.6
SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799868,llm,F4,llama-3.3-70b-versatile,1542799868.0,2.23,0.42,5.5,2.8,10.0,0.0014,4.5,20.0,24.0,SchoolPrimary_5A_F4_llama-3.3-70b-versatile_seed1542799868,True,True,545.7
SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799869,llm,F4,llama-3.3-70b-versatile,1542799869.0,2.41,0.42,7.4,4.6,9.3,0.0025,4.5,20.0,24.0,SchoolPrimary_5A_F4_llama-3.3-70b-versatile_seed1542799869,True,True,492.2
SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799870,llm,F4,llama-3.3-70b-versatile,1542799870.0,2.25,0.42,7.5,5.5,10.76,0.0025,4.2,20.0,24.0,SchoolPrimary_5A_F4_llama-3.3-70b-versatile_seed1542799870,True,True,497.8
SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799871,llm,F4,llama-3.3-70b-versatile,1542799871.0,2.45,0.42,6.5,4.8,10.8,0.0018,4.2,20.0,24.0,SchoolPrimary_5A_F4_llama-3.3-70b-versatile_seed1542799871,True,True,521.3
SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799867,llm,F4,openai/gpt-oss-120b,1542799867.0,2.5,0.42,7.0,5.0,35.0,0.003,4.5,20.0,24.0,SchoolPrimary_5A_F4_gpt-oss-120b_seed1542799867,True,True,500.2
SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799868,llm,F4,openai/gpt-oss-120b,1542799868.0,2.5,0.42,7.0,5.0,30.0,0.003,5.0,20.0,24.0,SchoolPrimary_5A_F4_gpt-oss-120b_seed1542799868,True,True,492.6
SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799869,llm,F4,openai/gpt-oss-120b,1542799869.0,2.8,0.42,6.5,12.0,20.0,0.0035,4.5,20.0,24.0,SchoolPrimary_5A_F4_gpt-oss-120b_seed1542799869,True,True,503.2
