building,format,model,seed,climate,param_id,true_name,value,ref_value,gso_pct
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,1.0,7.308,86.31636562671045
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,1.5,40.624,96.30760141788105
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,12.0,9.923,20.931170009069838
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.3,0.006703,4375.607936744741
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,3.0,3.799,21.031850486970256
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,21.0,20.0,5.0
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0,25.0,4.0
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,0.5,2.0555,75.67501824373632
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.5,0.379,31.926121372031663
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,12.0,7.308,64.20361247947454
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,15.0,40.624,63.07601417881056
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,15.0,9.923,51.1639625113373
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.5,0.006703,7359.346561241236
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,3.5,3.799,7.870492234798629
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,21.0,20.0,5.0
RestaurantFastFood,F1,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0,25.0,4.0
OfficeMedium,F2,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,1.77,2.0612,14.127692606248782
OfficeMedium,F2,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.48,0.378,26.984126984126977
OfficeMedium,F2,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,10.76,6.664,61.46458583433374
OfficeMedium,F2,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,8.38,8.158,2.7212552096102147
OfficeMedium,F2,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,9.29,18.579,49.99730878949352
OfficeMedium,F2,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.001,0.000432,131.4814814814815
OfficeMedium,F2,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,3.3,3.399,2.912621359223307
OfficeMedium,F2,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,22.0,20.53,7.160253287871401
OfficeMedium,F2,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,25.0,25.65,2.5341130604288447
OfficeMedium,F2,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,1.77,2.0612,14.127692606248782
OfficeMedium,F2,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.48,0.378,26.984126984126977
OfficeMedium,F2,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,10.76,6.664,61.46458583433374
OfficeMedium,F2,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,7.46,8.158,8.556018632017647
OfficeMedium,F2,llama-3.3-70b-versatile,1542799868,5A,param_5,occupancy_m2_person,9.29,18.579,49.99730878949352
OfficeMedium,F2,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.001,0.000432,131.4814814814815
OfficeMedium,F2,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,3.2,3.399,5.85466313621653
OfficeMedium,F2,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,21.11,20.53,2.825133950316601
OfficeMedium,F2,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,23.89,25.65,6.8615984405458015
OfficeMedium,F2,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,1.77,2.0612,14.127692606248782
OfficeMedium,F2,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.55,0.378,45.502645502645514
OfficeMedium,F2,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,10.76,6.664,61.46458583433374
OfficeMedium,F2,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,8.38,8.158,2.7212552096102147
OfficeMedium,F2,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,9.29,18.579,49.99730878949352
OfficeMedium,F2,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.0012,0.000432,177.77777777777777
OfficeMedium,F2,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,3.4,3.399,0.029420417769929093
OfficeMedium,F2,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,21.1,20.53,2.776424744276669
OfficeMedium,F2,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,23.9,25.65,6.822612085769982
OfficeMedium,F2,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,1.77,2.0612,14.127692606248782
OfficeMedium,F2,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.48,0.378,26.984126984126977
OfficeMedium,F2,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,10.76,6.664,61.46458583433374
OfficeMedium,F2,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,8.38,8.158,2.7212552096102147
OfficeMedium,F2,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,9.29,18.579,49.99730878949352
OfficeMedium,F2,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.001,0.000432,131.4814814814815
OfficeMedium,F2,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,3.4,3.399,0.029420417769929093
OfficeMedium,F2,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,22.0,20.53,7.160253287871401
OfficeMedium,F2,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,25.0,25.65,2.5341130604288447
OfficeMedium,F2,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,1.77,2.0612,14.127692606248782
OfficeMedium,F2,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.48,0.378,26.984126984126977
OfficeMedium,F2,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,10.76,6.664,61.46458583433374
OfficeMedium,F2,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,8.38,8.158,2.7212552096102147
OfficeMedium,F2,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,9.29,18.579,49.99730878949352
OfficeMedium,F2,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.001,0.000432,131.4814814814815
OfficeMedium,F2,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,3.4,3.399,0.029420417769929093
OfficeMedium,F2,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,22.0,20.53,7.160253287871401
OfficeMedium,F2,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,25.0,25.65,2.5341130604288447
OfficeMedium,F2,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,1.2,2.0612,41.78148651271104
OfficeMedium,F2,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.5,0.378,32.27513227513227
OfficeMedium,F2,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,10.0,6.664,50.06002400960384
OfficeMedium,F2,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,12.0,8.158,47.09487619514588
OfficeMedium,F2,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,15.0,18.579,19.26368480542548
OfficeMedium,F2,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.0045,0.000432,941.6666666666666
OfficeMedium,F2,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,3.0,3.399,11.738746690203001
OfficeMedium,F2,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,21.0,20.53,2.289332683877247
OfficeMedium,F2,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0,25.65,6.432748538011691
OfficeMedium,F2,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,1.1,2.0612,46.633029303318445
OfficeMedium,F2,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.5,0.378,32.27513227513227
OfficeMedium,F2,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,10.0,6.664,50.06002400960384
OfficeMedium,F2,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,5.0,8.158,38.71046825202255
OfficeMedium,F2,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,15.0,18.579,19.26368480542548
OfficeMedium,F2,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.005,0.000432,1057.4074074074074
OfficeMedium,F2,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,3.0,3.399,11.738746690203001
OfficeMedium,F2,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,21.0,20.53,2.289332683877247
OfficeMedium,F2,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.0,25.65,6.432748538011691
OfficeMedium,F2,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,0.45,2.0612,78.16805744226664
OfficeMedium,F2,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.55,0.378,45.502645502645514
OfficeMedium,F2,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,10.5,6.664,57.56302521008404
OfficeMedium,F2,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,12.0,8.158,47.09487619514588
OfficeMedium,F2,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,12.0,18.579,35.410947844340384
OfficeMedium,F2,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.005,0.000432,1057.4074074074074
OfficeMedium,F2,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,3.2,3.399,5.85466313621653
OfficeMedium,F2,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,22.0,20.53,7.160253287871401
OfficeMedium,F2,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0,25.65,6.432748538011691
OfficeMedium,F2,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,1.8,2.0612,12.672229769066556
OfficeMedium,F2,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.35,0.378,7.407407407407414
OfficeMedium,F2,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,10.0,6.664,50.06002400960384
OfficeMedium,F2,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,5.0,8.158,38.71046825202255
OfficeMedium,F2,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,15.0,18.579,19.26368480542548
OfficeMedium,F2,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.006,0.000432,1288.888888888889
OfficeMedium,F2,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,3.5,3.399,2.971462194763165
OfficeMedium,F2,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,21.0,20.53,2.289332683877247
OfficeMedium,F2,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0,25.65,6.432748538011691
OfficeMedium,F2,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,0.65,2.0612,68.46497186105182
OfficeMedium,F2,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.55,0.378,45.502645502645514
OfficeMedium,F2,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,12.0,6.664,80.07202881152462
OfficeMedium,F2,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,15.0,8.158,83.86859524393235
OfficeMedium,F2,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,12.0,18.579,35.410947844340384
OfficeMedium,F2,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.0012,0.000432,177.77777777777777
OfficeMedium,F2,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,3.2,3.399,5.85466313621653
OfficeMedium,F2,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,22.0,20.53,7.160253287871401
OfficeMedium,F2,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0,25.65,6.432748538011691
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,1.77,2.1064,15.970375996961634
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.48,0.3754,27.863612147043142
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,10.76,7.554,42.441090812814394
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,7.46,13.961,46.56543227562496
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,9.29,10.007,7.164984510842416
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.001,0.001509,33.73094764744864
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,11.0,3.768,191.93205944798305
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,1.77,2.1064,15.970375996961634
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.48,0.3754,27.863612147043142
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,10.76,7.554,42.441090812814394
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,7.46,13.961,46.56543227562496
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799868,5A,param_5,occupancy_m2_person,9.29,10.007,7.164984510842416
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.0012,0.001509,20.477137176938374
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,3.2,3.768,15.074309978768568
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,1.77,2.1064,15.970375996961634
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.63,0.3754,67.82099094299413
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,10.76,7.554,42.441090812814394
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,7.46,13.961,46.56543227562496
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,9.29,10.007,7.164984510842416
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.001,0.001509,33.73094764744864
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,3.4,3.768,9.766454352441611
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,23.9,26.03,8.182865923933932
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,1.77,2.1064,15.970375996961634
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.48,0.3754,27.863612147043142
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,10.76,7.554,42.441090812814394
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,5.38,13.961,61.46407850440513
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,9.29,10.007,7.164984510842416
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.0019,0.001509,25.911199469847585
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,3.4,3.768,9.766454352441611
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,1.77,2.1064,15.970375996961634
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.48,0.3754,27.863612147043142
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,10.76,7.554,42.441090812814394
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,7.46,13.961,46.56543227562496
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,9.29,10.007,7.164984510842416
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.0012,0.001509,20.477137176938374
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,3.4,3.768,9.766454352441611
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,1.5,2.1064,28.78845423471325
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.35,0.3754,6.766116142781042
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,10.0,7.554,32.38019592268996
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,5.0,13.961,64.18594656543227
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,10.0,10.007,0.06995103427600353
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.003,0.001509,98.8071570576541
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,3.0,3.768,20.382165605095537
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,21.0,21.0,0.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,0.45,2.1064,78.63653627041398
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.55,0.3754,46.51038891848695
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,8.0,7.554,5.904156738151968
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,12.0,13.961,14.046271757037463
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,8.0,10.007,20.0559608274208
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.005,0.001509,231.3452617627568
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,3.2,3.768,15.074309978768568
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,21.0,21.0,0.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,1.5,2.1064,28.78845423471325
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.5,0.3754,33.19126265316995
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,10.0,7.554,32.38019592268996
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,5.0,13.961,64.18594656543227
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,10.0,10.007,0.06995103427600353
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.005,0.001509,231.3452617627568
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,3.0,3.768,20.382165605095537
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,21.0,21.0,0.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,1.5,2.1064,28.78845423471325
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.5,0.3754,33.19126265316995
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,10.0,7.554,32.38019592268996
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,5.0,13.961,64.18594656543227
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,2.5,10.007,75.017487758569
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.005,0.001509,231.3452617627568
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,3.0,3.768,20.382165605095537
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,21.0,21.0,0.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,0.65,2.1064,69.14166350170909
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.55,0.3754,46.51038891848695
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,12.0,7.554,58.85623510722795
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,15.0,13.961,7.442160303703171
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,8.0,10.007,20.0559608274208
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.008,0.001509,430.1524188204109
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,3.0,3.768,20.382165605095537
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,21.0,21.0,0.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,1.77,2.0555,13.889564582826559
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.76,0.379,100.52770448548813
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,11.0,8.712,26.262626262626267
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,7.4,4.3,72.09302325581397
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,25.8,6.194,316.5321278656765
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.0017,0.001181,43.94580863674851
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,11.0,3.788,190.3907074973601
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,22.0,21.11,4.216011369019425
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,24.0,23.89,0.46044370029300724
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,1.77,2.0555,13.889564582826559
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.63,0.379,66.2269129287599
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,10.76,8.712,23.507805325987146
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,7.46,4.3,73.48837209302326
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_5,occupancy_m2_person,25.84,6.194,317.17791411042947
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.0012,0.001181,1.608806096528359
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,3.1,3.788,18.162618796198515
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,22.0,21.11,4.216011369019425
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,25.0,23.89,4.6462955211385495
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,2.2,2.0555,7.029919727560219
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.76,0.379,100.52770448548813
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,10.8,8.712,23.966942148760342
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,7.4,4.3,72.09302325581397
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,25.8,6.194,316.5321278656765
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.0012,0.001181,1.608806096528359
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,3.1,3.788,18.162618796198515
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,21.1,21.11,0.04737091425863577
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,23.9,23.89,0.04185851820844709
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,2.2,2.0555,7.029919727560219
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.63,0.379,66.2269129287599
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,13.4,8.712,53.81083562901745
