building,format,model,seed,climate,param_id,true_name,value
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,20.0
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,23.9
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,1.77
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.48
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,10.76
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,5.38
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,9.29
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.0019
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,3.4
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,20.0
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,24.0
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,1.77
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.48
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,10.76
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,7.46
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,9.29
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.0012
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,3.4
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,20.0
SchoolPrimary,F2,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,24.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,1.5
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.35
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,10.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,5.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,10.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.003
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,3.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,21.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,0.45
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.55
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,8.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,12.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,8.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.005
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,3.2
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,21.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,1.5
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.5
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,10.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,5.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,10.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.005
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,3.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,21.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,1.5
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.5
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,10.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,5.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,2.5
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.005
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,3.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,21.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,0.65
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.55
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,12.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,15.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,8.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.008
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,3.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,21.0
SchoolPrimary,F2,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,1.77
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.76
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,11.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,7.4
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,25.8
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.0017
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,11.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,22.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,1.77
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.63
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,10.76
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,7.46
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_5,occupancy_m2_person,25.84
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.0012
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,3.1
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,22.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,25.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,2.2
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.76
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,10.8
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,7.4
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,25.8
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.0012
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,3.1
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,21.1
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,23.9
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,2.2
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.63
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,13.4
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,8.4
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,25.8
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.0012
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,3.1
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,22.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,25.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,1.77
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.48
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,10.76
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,7.46
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,25.84
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.001
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,3.4
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,22.0
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,25.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,1.8
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.35
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,12.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,8.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,30.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.006
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,3.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,21.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,1.5
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.5
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,12.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,5.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,15.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.005
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,3.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,21.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,2.8
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.5
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,12.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,5.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,15.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.0003
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,3.5
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,21.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,1.8
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.4
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,12.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,10.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,30.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.006
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,3.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,21.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,2.5
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.5
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,12.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,5.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,15.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.005
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,3.5
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,21.0
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,1.77
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.48
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,10.76
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,5.38
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,40.87
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.001
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,3.1
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,20.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,23.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,1.77
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.48
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,10.76
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,5.38
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_5,occupancy_m2_person,40.87
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.001
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,3.2
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,21.1
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,23.9
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,1.77
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.59
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,10.76
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,5.38
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,40.87
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.001
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,3.4
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,20.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,24.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,1.77
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.48
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,10.76
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,5.38
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,9.29
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.001
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,3.4
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,20.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,24.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,1.77
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.48
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,10.76
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,5.38
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,45.06
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.001
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,3.4
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,22.0
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,25.5
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,1.5
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.35
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,10.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,8.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,30.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.005
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,3.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,21.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,1.5
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.35
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,10.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,5.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,30.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.005
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,3.5
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,21.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,2.5
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.35
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,10.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,8.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,30.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.005
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,3.5
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,21.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,0.45
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.55
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,12.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,8.5
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,30.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.005
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,3.2
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,21.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,1.1
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.5
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,10.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,5.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,30.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.005
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,3.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,21.0
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,1.77
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.48
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,13.4
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,12.6
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,4.65
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.0019
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,3.3
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,21.1
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,23.9
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,2.2
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.76
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,13.4
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,7.4
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,param_5,occupancy_m2_person,4.6
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.0018
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,3.2
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,22.0
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,25.0
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,1.77
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.63
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,10.76
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,7.46
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,4.65
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.0013
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,3.4
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,21.1
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,23.9
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,1.77
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.76
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,13.4
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,11.8
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,4.65
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.0018
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,3.4
