building,format,model,seed,climate,climate_role,parameter,value,physical_bound_ok,lobo_range_ok
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,outdoor_air,0.0012,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,cooling_cop,3.1,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,heating_setpoint_C,22.0,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,cooling_setpoint_C,25.0,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,window_u_value,2.2,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,window_shgc,0.76,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,lighting_W_m2,10.8,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,equipment_W_m2,7.4,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,occupancy_m2_person,25.8,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,outdoor_air,0.0012,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,cooling_cop,3.1,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,heating_setpoint_C,21.1,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,cooling_setpoint_C,23.9,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,window_u_value,2.2,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,window_shgc,0.63,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,lighting_W_m2,13.4,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,equipment_W_m2,8.4,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,occupancy_m2_person,25.8,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,outdoor_air,0.0012,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,cooling_cop,3.1,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,heating_setpoint_C,22.0,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,cooling_setpoint_C,25.0,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,window_u_value,1.77,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,window_shgc,0.48,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,lighting_W_m2,10.76,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,equipment_W_m2,7.46,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,occupancy_m2_person,25.84,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,outdoor_air,0.001,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,cooling_cop,3.4,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,heating_setpoint_C,22.0,True,
RetailStripmall,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,cooling_setpoint_C,25.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,window_u_value,1.8,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,window_shgc,0.35,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,lighting_W_m2,12.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,equipment_W_m2,8.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,occupancy_m2_person,30.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,outdoor_air,0.006,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,cooling_cop,3.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,heating_setpoint_C,21.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,cooling_setpoint_C,24.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,window_u_value,1.5,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,window_shgc,0.5,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,lighting_W_m2,12.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,equipment_W_m2,5.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,occupancy_m2_person,15.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,outdoor_air,0.005,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,cooling_cop,3.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,heating_setpoint_C,21.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,cooling_setpoint_C,24.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,window_u_value,2.8,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,window_shgc,0.5,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,lighting_W_m2,12.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,equipment_W_m2,5.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,occupancy_m2_person,15.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,outdoor_air,0.0003,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,cooling_cop,3.5,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,heating_setpoint_C,21.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,cooling_setpoint_C,24.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,window_u_value,1.8,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,window_shgc,0.4,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,lighting_W_m2,12.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,equipment_W_m2,10.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,occupancy_m2_person,30.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,outdoor_air,0.006,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,cooling_cop,3.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,heating_setpoint_C,21.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,cooling_setpoint_C,24.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,window_u_value,2.5,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,window_shgc,0.5,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,lighting_W_m2,12.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,equipment_W_m2,5.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,occupancy_m2_person,15.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,outdoor_air,0.005,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,cooling_cop,3.5,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,heating_setpoint_C,21.0,True,
RetailStripmall,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,cooling_setpoint_C,24.0,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,window_u_value,1.77,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,window_shgc,0.48,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,lighting_W_m2,10.76,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,equipment_W_m2,5.38,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,occupancy_m2_person,40.87,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,outdoor_air,0.001,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,cooling_cop,3.1,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,heating_setpoint_C,20.0,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,cooling_setpoint_C,23.0,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,window_u_value,1.77,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,window_shgc,0.48,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,lighting_W_m2,10.76,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,equipment_W_m2,5.38,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,occupancy_m2_person,40.87,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,outdoor_air,0.001,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,cooling_cop,3.2,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,heating_setpoint_C,21.1,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,cooling_setpoint_C,23.9,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,window_u_value,1.77,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,window_shgc,0.59,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,lighting_W_m2,10.76,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,equipment_W_m2,5.38,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,occupancy_m2_person,40.87,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,outdoor_air,0.001,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,cooling_cop,3.4,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,heating_setpoint_C,20.0,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,cooling_setpoint_C,24.0,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,window_u_value,1.77,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,window_shgc,0.48,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,lighting_W_m2,10.76,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,equipment_W_m2,5.38,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,occupancy_m2_person,9.29,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,outdoor_air,0.001,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,cooling_cop,3.4,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,heating_setpoint_C,20.0,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,cooling_setpoint_C,24.0,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,window_u_value,1.77,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,window_shgc,0.48,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,lighting_W_m2,10.76,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,equipment_W_m2,5.38,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,occupancy_m2_person,45.06,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,outdoor_air,0.001,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,cooling_cop,3.4,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,heating_setpoint_C,22.0,True,
ApartmentMidRise,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,cooling_setpoint_C,25.5,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,window_u_value,1.5,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,window_shgc,0.35,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,lighting_W_m2,10.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,equipment_W_m2,8.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,occupancy_m2_person,30.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,outdoor_air,0.005,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,cooling_cop,3.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,heating_setpoint_C,21.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,cooling_setpoint_C,24.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,window_u_value,1.5,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,window_shgc,0.35,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,lighting_W_m2,10.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,equipment_W_m2,5.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,occupancy_m2_person,30.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,outdoor_air,0.005,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,cooling_cop,3.5,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,heating_setpoint_C,21.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,cooling_setpoint_C,24.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,window_u_value,2.5,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,window_shgc,0.35,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,lighting_W_m2,10.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,equipment_W_m2,8.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,occupancy_m2_person,30.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,outdoor_air,0.005,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,cooling_cop,3.5,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,heating_setpoint_C,21.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,cooling_setpoint_C,24.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,window_u_value,0.45,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,window_shgc,0.55,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,lighting_W_m2,12.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,equipment_W_m2,8.5,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,occupancy_m2_person,30.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,outdoor_air,0.005,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,cooling_cop,3.2,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,heating_setpoint_C,21.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,cooling_setpoint_C,24.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,window_u_value,1.1,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,window_shgc,0.5,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,lighting_W_m2,10.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,equipment_W_m2,5.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,occupancy_m2_person,30.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,outdoor_air,0.005,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,cooling_cop,3.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,heating_setpoint_C,21.0,True,
ApartmentMidRise,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,cooling_setpoint_C,24.0,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,window_u_value,1.77,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,window_shgc,0.48,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,lighting_W_m2,13.4,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,equipment_W_m2,12.6,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,occupancy_m2_person,4.65,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,outdoor_air,0.0019,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,cooling_cop,3.3,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,heating_setpoint_C,21.1,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799867,5A,main_experiment,cooling_setpoint_C,23.9,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,window_u_value,2.2,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,window_shgc,0.76,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,lighting_W_m2,13.4,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,equipment_W_m2,7.4,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,occupancy_m2_person,4.6,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,outdoor_air,0.0018,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,cooling_cop,3.2,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,heating_setpoint_C,22.0,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799868,5A,main_experiment,cooling_setpoint_C,25.0,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,window_u_value,1.77,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,window_shgc,0.63,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,lighting_W_m2,10.76,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,equipment_W_m2,7.46,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,occupancy_m2_person,4.65,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,outdoor_air,0.0013,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,cooling_cop,3.4,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,heating_setpoint_C,21.1,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799869,5A,main_experiment,cooling_setpoint_C,23.9,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,window_u_value,1.77,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,window_shgc,0.76,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,lighting_W_m2,13.4,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,equipment_W_m2,11.8,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,occupancy_m2_person,4.65,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,outdoor_air,0.0018,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,cooling_cop,3.4,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,heating_setpoint_C,21.1,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799870,5A,main_experiment,cooling_setpoint_C,23.9,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,window_u_value,1.77,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,window_shgc,0.76,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,lighting_W_m2,10.76,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,equipment_W_m2,7.46,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,occupancy_m2_person,4.65,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,outdoor_air,0.001,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,cooling_cop,3.4,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,heating_setpoint_C,22.0,True,
RestaurantFastFood,F2,llama-3.3-70b-versatile,1542799871,5A,main_experiment,cooling_setpoint_C,25.5,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,window_u_value,0.7,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,window_shgc,0.55,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,lighting_W_m2,12.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,equipment_W_m2,15.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,occupancy_m2_person,12.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,outdoor_air,0.006,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,cooling_cop,3.2,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,heating_setpoint_C,21.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799867,5A,main_experiment,cooling_setpoint_C,24.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,window_u_value,0.85,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,window_shgc,0.55,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,lighting_W_m2,12.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,equipment_W_m2,18.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,occupancy_m2_person,12.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,outdoor_air,0.0045,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,cooling_cop,3.2,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,heating_setpoint_C,21.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799868,5A,main_experiment,cooling_setpoint_C,24.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,window_u_value,0.9,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,window_shgc,0.45,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,lighting_W_m2,12.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,equipment_W_m2,15.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,occupancy_m2_person,10.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,outdoor_air,0.005,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,cooling_cop,3.2,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,heating_setpoint_C,21.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799869,5A,main_experiment,cooling_setpoint_C,24.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,window_u_value,1.5,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,window_shgc,0.5,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,lighting_W_m2,15.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,equipment_W_m2,10.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,occupancy_m2_person,12.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,outdoor_air,0.006,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,cooling_cop,3.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,heating_setpoint_C,21.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799870,5A,main_experiment,cooling_setpoint_C,24.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,window_u_value,1.5,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,window_shgc,0.35,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,lighting_W_m2,15.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,equipment_W_m2,10.0,True,
RestaurantFastFood,F2,openai/gpt-oss-120b,1542799871,5A,main_experiment,occupancy_m2_person,12.0,True,
