building,climate,source,source_type,format,model,seed,window_u_value,window_shgc,lighting_W_m2,equipment_W_m2,occupancy_m2_person,outdoor_air,cooling_cop,heating_setpoint_C,cooling_setpoint_C
RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799869,llm,F3,llama-3.3-70b-versatile,1542799869.0,2.2,0.42,7.5,4.5,25.0,0.0018,4.2,20.0,24.0
RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799870,llm,F3,llama-3.3-70b-versatile,1542799870.0,2.25,0.42,7.5,5.0,25.0,0.0018,4.5,20.0,24.0
RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799871,llm,F3,llama-3.3-70b-versatile,1542799871.0,2.4,0.42,6.5,4.8,25.0,0.0025,4.5,20.0,24.0
RetailStripmall,5A,F3_gpt-oss-120b_seed1542799867,llm,F3,openai/gpt-oss-120b,1542799867.0,2.5,0.4,7.0,10.0,30.0,0.003,5.0,20.0,24.0
RetailStripmall,5A,F3_gpt-oss-120b_seed1542799868,llm,F3,openai/gpt-oss-120b,1542799868.0,2.5,0.4,7.0,5.0,30.0,0.0035,4.5,20.5,24.0
RetailStripmall,5A,F3_gpt-oss-120b_seed1542799869,llm,F3,openai/gpt-oss-120b,1542799869.0,2.5,0.4,5.0,10.0,20.0,0.004,5.0,20.0,24.0
RetailStripmall,5A,F3_gpt-oss-120b_seed1542799870,llm,F3,openai/gpt-oss-120b,1542799870.0,2.5,0.41,6.0,10.0,15.0,0.004,4.5,20.5,24.5
RetailStripmall,5A,F3_gpt-oss-120b_seed1542799871,llm,F3,openai/gpt-oss-120b,1542799871.0,2.5,0.4,4.0,10.0,30.0,0.004,4.5,20.0,24.0
RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799867,llm,F4,llama-3.3-70b-versatile,1542799867.0,2.25,0.42,7.5,8.1,10.8,0.0018,4.2,20.0,24.0
RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799868,llm,F4,llama-3.3-70b-versatile,1542799868.0,2.45,0.42,9.5,10.8,15.5,0.0025,4.2,20.0,24.0
RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799869,llm,F4,llama-3.3-70b-versatile,1542799869.0,2.35,0.42,7.4,10.1,15.7,0.0018,4.5,20.0,24.0
RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799870,llm,F4,llama-3.3-70b-versatile,1542799870.0,2.45,0.42,7.4,5.5,14.5,0.0018,4.5,20.0,24.0
RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799871,llm,F4,llama-3.3-70b-versatile,1542799871.0,2.45,0.42,7.4,5.5,15.7,0.0025,4.2,20.0,24.0
RetailStripmall,5A,F4_gpt-oss-120b_seed1542799867,llm,F4,openai/gpt-oss-120b,1542799867.0,2.5,0.4,8.0,5.0,20.0,0.004,4.5,20.0,24.0
RetailStripmall,5A,F4_gpt-oss-120b_seed1542799868,llm,F4,openai/gpt-oss-120b,1542799868.0,2.5,0.42,6.0,15.0,15.0,0.003,4.5,20.0,24.0
RetailStripmall,5A,F4_gpt-oss-120b_seed1542799869,llm,F4,openai/gpt-oss-120b,1542799869.0,2.5,0.42,6.0,10.0,20.0,0.0035,4.5,20.0,24.0
RetailStripmall,5A,F4_gpt-oss-120b_seed1542799870,llm,F4,openai/gpt-oss-120b,1542799870.0,2.5,0.42,5.0,10.0,15.0,0.003,4.5,20.0,24.0
RetailStripmall,5A,F4_gpt-oss-120b_seed1542799871,llm,F4,openai/gpt-oss-120b,1542799871.0,2.8,0.42,5.3,12.0,22.0,0.0035,4.5,20.0,24.5
SchoolPrimary,5A,F1_llama-3.3-70b-versatile_seed1542799867,llm,F1,llama-3.3-70b-versatile,1542799867.0,0.3,0.63,0.97,1.15,65.0,0.06,11.0,70.0,75.0
SchoolPrimary,5A,F1_llama-3.3-70b-versatile_seed1542799868,llm,F1,llama-3.3-70b-versatile,1542799868.0,0.3,0.63,1.2,1.79,40.0,0.06,11.0,68.0,75.0
SchoolPrimary,5A,F1_llama-3.3-70b-versatile_seed1542799869,llm,F1,llama-3.3-70b-versatile,1542799869.0,0.35,0.63,0.97,1.16,150.0,0.06,11.0,70.0,75.0
SchoolPrimary,5A,F1_llama-3.3-70b-versatile_seed1542799870,llm,F1,llama-3.3-70b-versatile,1542799870.0,0.3,0.63,0.97,1.15,50.0,0.06,11.0,70.0,75.0
SchoolPrimary,5A,F1_llama-3.3-70b-versatile_seed1542799871,llm,F1,llama-3.3-70b-versatile,1542799871.0,0.3,0.63,0.97,1.15,65.03,0.06,11.0,68.0,75.0
SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799867,llm,F1,openai/gpt-oss-120b,1542799867.0,1.5,0.35,0.9,0.7,20.0,0.1,3.0,21.0,24.0
SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799868,llm,F1,openai/gpt-oss-120b,1542799868.0,0.5,0.35,0.8,0.5,30.0,0.5,3.0,21.0,24.0
SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799869,llm,F1,openai/gpt-oss-120b,1542799869.0,1.1,0.35,0.9,0.8,35.0,0.0005,3.0,21.0,24.0
SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799870,llm,F1,openai/gpt-oss-120b,1542799870.0,1.5,0.5,0.9,0.7,20.0,0.0008,3.0,21.0,24.0
SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799871,llm,F1,openai/gpt-oss-120b,1542799871.0,0.5,0.4,0.9,0.7,20.0,0.006,3.0,21.0,24.0
SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799867,llm,F2,llama-3.3-70b-versatile,1542799867.0,1.77,0.48,10.76,7.46,9.29,0.001,11.0,20.0,24.0
SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799868,llm,F2,llama-3.3-70b-versatile,1542799868.0,1.77,0.48,10.76,7.46,9.29,0.0012,3.2,20.0,24.0
SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799869,llm,F2,llama-3.3-70b-versatile,1542799869.0,1.77,0.63,10.76,7.46,9.29,0.001,3.4,20.0,23.9
SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799870,llm,F2,llama-3.3-70b-versatile,1542799870.0,1.77,0.48,10.76,5.38,9.29,0.0019,3.4,20.0,24.0
SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799871,llm,F2,llama-3.3-70b-versatile,1542799871.0,1.77,0.48,10.76,7.46,9.29,0.0012,3.4,20.0,24.0
SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799867,llm,F2,openai/gpt-oss-120b,1542799867.0,1.5,0.35,10.0,5.0,10.0,0.003,3.0,21.0,24.0
SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799868,llm,F2,openai/gpt-oss-120b,1542799868.0,0.45,0.55,8.0,12.0,8.0,0.005,3.2,21.0,24.0
SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799869,llm,F2,openai/gpt-oss-120b,1542799869.0,1.5,0.5,10.0,5.0,10.0,0.005,3.0,21.0,24.0
SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799870,llm,F2,openai/gpt-oss-120b,1542799870.0,1.5,0.5,10.0,5.0,2.5,0.005,3.0,21.0,24.0
SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799871,llm,F2,openai/gpt-oss-120b,1542799871.0,0.65,0.55,12.0,15.0,8.0,0.008,3.0,21.0,24.0
SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799867,llm,F3,llama-3.3-70b-versatile,1542799867.0,2.4,0.42,1.2,2.0,40.0,0.0018,4.2,20.0,24.0
SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799868,llm,F3,llama-3.3-70b-versatile,1542799868.0,2.25,0.42,4.2,2.5,40.0,0.0018,4.5,20.0,24.0
SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799869,llm,F3,llama-3.3-70b-versatile,1542799869.0,2.4,0.42,6.5,2.3,35.0,0.0015,4.2,20.0,24.0
SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799870,llm,F3,llama-3.3-70b-versatile,1542799870.0,2.2,0.42,1.2,1.8,40.0,0.0018,4.2,20.0,24.0
SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799871,llm,F3,llama-3.3-70b-versatile,1542799871.0,2.25,0.42,5.5,2.0,40.0,0.0015,4.5,20.0,24.0
SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799867,llm,F3,openai/gpt-oss-120b,1542799867.0,2.5,0.42,7.0,5.0,20.0,0.004,4.5,20.5,24.0
SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799868,llm,F3,openai/gpt-oss-120b,1542799868.0,2.5,0.41,7.0,10.0,20.0,0.004,4.5,20.5,24.5
SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799869,llm,F3,openai/gpt-oss-120b,1542799869.0,2.5,0.42,5.0,5.0,30.0,0.004,4.0,20.0,24.0
SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799870,llm,F3,openai/gpt-oss-120b,1542799870.0,2.5,0.4,8.0,10.0,20.0,0.004,4.5,20.5,24.0
SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799871,llm,F3,openai/gpt-oss-120b,1542799871.0,2.5,0.4,6.0,10.0,20.0,0.004,4.5,20.0,24.0
SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799867,llm,F4,llama-3.3-70b-versatile,1542799867.0,2.23,0.42,6.5,3.9,9.3,0.0025,4.5,20.0,24.0
SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799868,llm,F4,llama-3.3-70b-versatile,1542799868.0,2.23,0.42,5.5,2.8,10.0,0.0014,4.5,20.0,24.0
SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799869,llm,F4,llama-3.3-70b-versatile,1542799869.0,2.41,0.42,7.4,4.6,9.3,0.0025,4.5,20.0,24.0
SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799870,llm,F4,llama-3.3-70b-versatile,1542799870.0,2.25,0.42,7.5,5.5,10.76,0.0025,4.2,20.0,24.0
SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799871,llm,F4,llama-3.3-70b-versatile,1542799871.0,2.45,0.42,6.5,4.8,10.8,0.0018,4.2,20.0,24.0
SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799867,llm,F4,openai/gpt-oss-120b,1542799867.0,2.5,0.42,7.0,5.0,35.0,0.003,4.5,20.0,24.0
SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799868,llm,F4,openai/gpt-oss-120b,1542799868.0,2.5,0.42,7.0,5.0,30.0,0.003,5.0,20.0,24.0
SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799869,llm,F4,openai/gpt-oss-120b,1542799869.0,2.8,0.42,6.5,12.0,20.0,0.0035,4.5,20.0,24.0
SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799870,llm,F4,openai/gpt-oss-120b,1542799870.0,2.5,0.42,7.0,5.0,3.5,0.0015,4.0,20.0,24.0
SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799871,llm,F4,openai/gpt-oss-120b,1542799871.0,2.5,0.42,7.0,5.0,30.0,0.0015,4.5,20.0,24.0
OfficeMedium,5A,lobo_median_loo,deterministic_baseline,,,,2.0839,0.378,7.223,13.229,17.849,0.001078,3.912,21.0,24.45
OfficeMedium,5A,global_constant,deterministic_baseline,,,,2.0839,0.378,7.034,13.229,18.579,0.000609,4.117,21.0,24.1
SchoolPrimary,5A,lobo_median_loo,deterministic_baseline,,,,2.0669,0.378,7.034,11.963,18.579,0.000609,3.912,20.97,24.45
SchoolPrimary,5A,global_constant,deterministic_baseline,,,,2.0839,0.378,7.034,13.229,18.579,0.000609,4.117,21.0,24.1
RetailStripmall,5A,lobo_median_loo,deterministic_baseline,,,,2.0839,0.378,7.034,13.229,18.579,0.000609,3.912,20.97,24.93
RetailStripmall,5A,global_constant,deterministic_baseline,,,,2.0839,0.378,7.034,13.229,18.579,0.000609,4.117,21.0,24.1
ApartmentMidRise,5A,lobo_median_loo,deterministic_baseline,,,,2.0669,0.378,7.223,13.229,17.849,0.001078,3.835,21.0,24.93
ApartmentMidRise,5A,global_constant,deterministic_baseline,,,,2.0839,0.378,7.034,13.229,18.579,0.000609,4.117,21.0,24.1
RestaurantFastFood,5A,lobo_median_loo,deterministic_baseline,,,,2.0839,0.378,7.034,11.963,18.579,0.000609,3.912,21.0,24.45
RestaurantFastFood,5A,global_constant,deterministic_baseline,,,,2.0839,0.378,7.034,13.229,18.579,0.000609,4.117,21.0,24.1
OfficeMedium,5A,uniform_random_0,uniform_random,,,,2.93138474587031,0.45312643691891924,9.980493148025053,28.669002884064067,53.48616506568957,0.005609396353455936,5.877237523093447,20.970171217930233,26.209751006347464
OfficeMedium,5A,uniform_random_1,uniform_random,,,,3.463531290556877,0.4493536015238833,4.164020534759309,19.930751074587334,39.277782067155805,0.0017832459523104054,3.2033520951801955,19.509916774615245,23.739035833837445
OfficeMedium,5A,uniform_random_2,uniform_random,,,,3.395340810492864,0.3748766524009646,7.5870813067180976,11.02430824697164,3.9706251936215544,0.00700595570350726,4.480147256061752,19.971633088195468,24.97165421974112
OfficeMedium,5A,uniform_random_3,uniform_random,,,,3.521587685463442,0.3816958529462035,7.204813505907625,11.46658727267421,6.291120458872175,0.0062799061938020005,4.729099024385922,18.350824846784676,25.902432240494353
OfficeMedium,5A,uniform_random_4,uniform_random,,,,2.5630462538485754,0.4167672785059755,4.654507354465814,39.472097636041596,53.10158367249539,0.004998147441071375,3.9152597943851024,18.554020875533578,26.19187130652381
SchoolPrimary,5A,uniform_random_0,uniform_random,,,,2.236002575096798,0.39962173021063985,5.848570042673552,31.872899066963882,24.39324202510206,0.0027144969096648754,6.526210714001469,19.99040593267343,23.78661591519537
SchoolPrimary,5A,uniform_random_1,uniform_random,,,,2.141794796971823,0.47402728708041486,9.9042100205857,20.771642389841276,37.82461401346319,0.0025834669475935388,3.495909620937676,20.59690985360544,23.798293609693477
SchoolPrimary,5A,uniform_random_2,uniform_random,,,,2.2918861216079747,0.43246762547928785,10.507905015041686,21.110769811918708,7.0430421646211006,0.001998108652418017,6.215242604623283,19.172097485665294,23.202782374532593
SchoolPrimary,5A,uniform_random_3,uniform_random,,,,2.1782142187665405,0.36298263364491634,8.568402567702613,37.15436760792697,15.791383542135598,0.002486256326568421,5.525314839698528,19.758982655698738,25.261915935051412
SchoolPrimary,5A,uniform_random_4,uniform_random,,,,3.0864920629439356,0.4654695794191148,7.072543433023299,5.612006805416609,41.83753328087711,0.003297517934426713,5.45031832306476,18.95301693309879,24.080824807124998
RetailStripmall,5A,uniform_random_0,uniform_random,,,,2.124508565655888,0.46060653912073,8.839921933166721,9.47267704713261,13.070176947125114,0.0021620558029167894,4.789776290854327,18.802515555008593,24.51331171681263
RetailStripmall,5A,uniform_random_1,uniform_random,,,,2.652672632028694,0.36246517824553126,10.169340868891549,36.25196127842271,19.182193896595376,0.005486967545808203,5.049544895260253,19.294831585082196,25.72657143371781
RetailStripmall,5A,uniform_random_2,uniform_random,,,,2.330892788338374,0.45771815579802,6.036652607354119,10.490174953217567,31.567692505975128,0.0003864545591012187,3.670026290530178,20.433751031126278,23.330030955841803
RetailStripmall,5A,uniform_random_3,uniform_random,,,,2.6561895805457256,0.3872626775437301,7.865900290618935,37.48625802628003,33.5245110636571,0.00666294569755032,4.718587336090494,19.11281677956054,24.69843163893635
RetailStripmall,5A,uniform_random_4,uniform_random,,,,2.2477249058589064,0.4342060462391485,9.792172059943365,28.768590797571836,17.29254814208775,0.006227564073905654,6.441688321651144,20.567581176435752,25.168904241646636
ApartmentMidRise,5A,uniform_random_0,uniform_random,,,,2.2861060238595576,0.45275918259957904,10.429081713531657,30.693348851630894,10.033252196314201,0.004037367789707574,6.099696959305573,18.744302161106695,25.26668577412105
ApartmentMidRise,5A,uniform_random_1,uniform_random,,,,3.3480018273391376,0.4147444078475625,8.718878265195274,19.810157087312287,3.8136225854991355,0.0004744058744482699,5.938435740440628,18.57967601180323,25.53853126025687
ApartmentMidRise,5A,uniform_random_2,uniform_random,,,,2.19062245673951,0.45227969049811045,9.198034353241374,20.833623326947322,10.600421854104933,6.919447262538666e-05,6.743700140857163,20.231782303002642,25.54692345006029
ApartmentMidRise,5A,uniform_random_3,uniform_random,,,,3.024989223903937,0.3658402375088643,7.526127941854064,16.502128323345644,11.093955793917372,0.005082272501619305,4.64519184597847,20.925259226367228,24.6822609353895
ApartmentMidRise,5A,uniform_random_4,uniform_random,,,,3.1098267000262814,0.46794082557895256,6.012507660893581,37.74227792069284,16.589954673374905,0.0037412810403737854,5.515706417058384,19.315880084756113,23.222328003689814
RestaurantFastFood,5A,uniform_random_0,uniform_random,,,,3.3227190627467373,0.47706076925469,5.43354197356917,10.02043860794555,28.647797771519656,0.0012725376593645432,5.726853040486144,20.164684173859413,26.080890166693607
RestaurantFastFood,5A,uniform_random_1,uniform_random,,,,2.741907604247648,0.4395611598356217,3.8235700106479737,12.930766555171264,40.58952471947432,0.003441153639016444,3.173936903822018,19.562999644049462,25.967035268365372
RestaurantFastFood,5A,uniform_random_2,uniform_random,,,,2.5276339360842086,0.4031974597942373,4.134412520233504,7.960049147867803,48.5432840633675,0.004742423208417892,6.03423626899568,19.24856730556785,24.11289667709243
RestaurantFastFood,5A,uniform_random_3,uniform_random,,,,3.501385564662441,0.3889063394484852,3.8294527723439518,4.508250449793824,13.224359189995656,0.0034712869518469924,5.019873424478833,20.51933540204968,23.408826765245667
RestaurantFastFood,5A,uniform_random_4,uniform_random,,,,2.422944192176209,0.4759661487321659,10.351399086197839,8.980396134764902,35.81246442935477,0.002202936045640418,3.785422640516853,18.433778365222555,23.393133309900144
OfficeMedium,5A,DOE_reference,doe_reference,,,,2.0612,0.378,6.664,8.158,18.579,0.000432,3.3993,20.53,25.65
SchoolPrimary,5A,DOE_reference,doe_reference,,,,2.1064,0.3754,7.554,13.961,10.007,0.001484,3.7679,21.0,26.03
RetailStripmall,5A,DOE_reference,doe_reference,,,,2.0555,0.379,8.712,4.3,6.194,0.001181,3.7879,21.11,23.89
ApartmentMidRise,5A,DOE_reference,doe_reference,,,,2.1691,0.368,2.976,6.67,33.015,0.0003,3.9116,21.1,24.0
RestaurantFastFood,5A,DOE_reference,doe_reference,,,,2.0555,0.379,7.308,40.624,9.923,0.002187,3.7988,20.0,25.0
