tag,building,climate,source,format,model,seed,duration_s,parameter,target,readback,diff_pct,tolerance_pct,status
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799869,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,105.6,occupancy_m2_person,5.0,5.0,0.0,1.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799869,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,105.6,outdoor_air,0.004,0.004,0.0,2.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799869,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,105.6,cooling_cop,4.5,4.5,0.0,1.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799869,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,105.6,heating_setpoint_C,19.0,19.0,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799869,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,105.6,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799870,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,98.6,window_u_value,2.5,2.5,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799870,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,98.6,window_shgc,0.42,0.42,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799870,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,98.6,lighting_W_m2,8.0,8.0,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799870,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,98.6,equipment_W_m2,15.0,15.0,0.0,1.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799870,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,98.6,occupancy_m2_person,15.0,15.0,0.0,1.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799870,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,98.6,outdoor_air,0.003,0.003,0.0,2.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799870,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,98.6,cooling_cop,5.0,5.0,0.0,1.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799870,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,98.6,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799870,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,98.6,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799871,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,93.8,window_u_value,2.5,2.5,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799871,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,93.8,window_shgc,0.42,0.42,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799871,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,93.8,lighting_W_m2,6.0,6.0,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799871,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,93.8,equipment_W_m2,15.0,15.0,0.0,1.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799871,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,93.8,occupancy_m2_person,15.0,15.0,0.0,1.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799871,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,93.8,outdoor_air,0.0015,0.0015,0.0,2.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799871,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,93.8,cooling_cop,4.5,4.5,0.0,1.0,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799871,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,93.8,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
RestaurantFastFood_1A_F4_gpt-oss-120b_seed1542799871,RestaurantFastFood,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,93.8,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799867,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,138.3,window_u_value,2.45,2.45,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799867,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,138.3,window_shgc,0.42,0.42,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799867,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,138.3,lighting_W_m2,8.5,8.5,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799867,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,138.3,equipment_W_m2,6.8,6.8,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799867,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,138.3,occupancy_m2_person,10.8,10.8,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799867,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,138.3,outdoor_air,0.0025,0.0025,0.0,2.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799867,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,138.3,cooling_cop,4.5,4.5,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799867,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,138.3,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799867,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,138.3,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799868,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,146.8,window_u_value,2.45,2.45,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799868,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,146.8,window_shgc,0.43,0.43,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799868,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,146.8,lighting_W_m2,6.5,6.5,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799868,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,146.8,equipment_W_m2,10.1,10.1,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799868,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,146.8,occupancy_m2_person,10.8,10.8,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799868,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,146.8,outdoor_air,0.0018,0.0018,0.0,2.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799868,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,146.8,cooling_cop,4.5,4.5,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799868,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,146.8,heating_setpoint_C,21.1,21.1,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799868,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799868,F4,llama-3.3-70b-versatile,1542799868.0,146.8,cooling_setpoint_C,23.9,23.9,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,114.8,window_u_value,2.75,2.75,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,114.8,window_shgc,0.42,0.42,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,114.8,lighting_W_m2,7.5,7.5,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,114.8,equipment_W_m2,10.3,10.3,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,114.8,occupancy_m2_person,10.8,10.8,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,114.8,outdoor_air,0.0036,0.0036,0.0,2.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,114.8,cooling_cop,4.2,4.2,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,114.8,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799869,F4,llama-3.3-70b-versatile,1542799869.0,114.8,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,137.7,window_u_value,2.45,2.45,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,137.7,window_shgc,0.43,0.43,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,137.7,lighting_W_m2,7.4,7.4,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,137.7,equipment_W_m2,10.3,10.3,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,137.7,occupancy_m2_person,15.7,15.7,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,137.7,outdoor_air,0.0025,0.0025,0.0,2.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,137.7,cooling_cop,4.2,4.2,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,137.7,heating_setpoint_C,21.1,21.1,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799870,F4,llama-3.3-70b-versatile,1542799870.0,137.7,cooling_setpoint_C,23.9,23.9,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,158.3,window_u_value,2.45,2.45,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,158.3,window_shgc,0.42,0.42,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,158.3,lighting_W_m2,8.5,8.5,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,158.3,equipment_W_m2,10.1,10.1,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,158.3,occupancy_m2_person,10.8,10.8,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,158.3,outdoor_air,0.0018,0.0018,0.0,2.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,158.3,cooling_cop,4.2,4.2,0.0,1.0,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,158.3,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
RetailStripmall_1A_F4_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,1A,F4_llama-3.3-70b-versatile_seed1542799871,F4,llama-3.3-70b-versatile,1542799871.0,158.3,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799867,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,119.2,window_u_value,2.5,2.5,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799867,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,119.2,window_shgc,0.42,0.42,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799867,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,119.2,lighting_W_m2,8.0,8.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799867,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,119.2,equipment_W_m2,10.0,10.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799867,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,119.2,occupancy_m2_person,20.0,20.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799867,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,119.2,outdoor_air,0.004,0.004,0.0,2.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799867,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,119.2,cooling_cop,4.5,4.5,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799867,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,119.2,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799867,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799867,F4,openai/gpt-oss-120b,1542799867.0,119.2,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799868,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,120.2,window_u_value,2.5,2.5,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799868,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,120.2,window_shgc,0.42,0.42,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799868,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,120.2,lighting_W_m2,6.0,6.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799868,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,120.2,equipment_W_m2,15.0,15.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799868,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,120.2,occupancy_m2_person,20.0,20.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799868,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,120.2,outdoor_air,0.004,0.004,0.0,2.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799868,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,120.2,cooling_cop,5.0,5.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799868,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,120.2,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799868,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799868,F4,openai/gpt-oss-120b,1542799868.0,120.2,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799869,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,119.7,window_u_value,2.5,2.5,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799869,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,119.7,window_shgc,0.42,0.42,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799869,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,119.7,lighting_W_m2,5.0,5.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799869,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,119.7,equipment_W_m2,15.0,15.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799869,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,119.7,occupancy_m2_person,20.0,20.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799869,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,119.7,outdoor_air,0.004,0.004,0.0,2.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799869,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,119.7,cooling_cop,4.5,4.5,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799869,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,119.7,heating_setpoint_C,20.0,20.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799869,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799869,F4,openai/gpt-oss-120b,1542799869.0,119.7,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799870,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,115.3,window_u_value,2.5,2.5,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799870,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,115.3,window_shgc,0.42,0.42,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799870,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,115.3,lighting_W_m2,7.0,7.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799870,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,115.3,equipment_W_m2,5.0,5.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799870,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,115.3,occupancy_m2_person,20.0,20.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799870,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,115.3,outdoor_air,0.004,0.004,0.0,2.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799870,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,115.3,cooling_cop,4.5,4.5,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799870,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,115.3,heating_setpoint_C,19.0,19.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799870,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799870,F4,openai/gpt-oss-120b,1542799870.0,115.3,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799871,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,117.1,window_u_value,2.3,2.3,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799871,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,117.1,window_shgc,0.42,0.42,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799871,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,117.1,lighting_W_m2,8.0,8.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799871,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,117.1,equipment_W_m2,5.0,5.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799871,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,117.1,occupancy_m2_person,20.0,20.0,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799871,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,117.1,outdoor_air,0.004,0.004,0.0,2.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799871,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,117.1,cooling_cop,4.5,4.5,0.0,1.0,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799871,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,117.1,heating_setpoint_C,19.0,19.0,0.0,0.5,OK
RetailStripmall_1A_F4_gpt-oss-120b_seed1542799871,RetailStripmall,1A,F4_gpt-oss-120b_seed1542799871,F4,openai/gpt-oss-120b,1542799871.0,117.1,cooling_setpoint_C,24.0,24.0,0.0,0.5,OK
SchoolPrimary_1A_F4_llama-3.3-70b-versatile_seed1542799867,SchoolPrimary,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,378.2,window_u_value,2.25,2.25,0.0,0.5,OK
SchoolPrimary_1A_F4_llama-3.3-70b-versatile_seed1542799867,SchoolPrimary,1A,F4_llama-3.3-70b-versatile_seed1542799867,F4,llama-3.3-70b-versatile,1542799867.0,378.2,window_shgc,0.42,0.42,0.0,0.5,OK
